布靡そ絪腹,笲そ絪腹,腹,布贺絪腹,布贺絏,隔絬そ隔絪腹,诀絪腹,ó腹,ó丁(),璸禣(),璸禣(),ó丁(),璸禣(),璸禣(),ユ龟Ι,﹍布基,纔磃布基,纔磃肂
EasyCard,47000,100632081,0,布,1133,175,493-FQ,2017/10/3 15:34,12,び緗徽,2017/10/3 16:42,0,浆ó,43,99,87,12
EasyCard,47000,103324017,0,布,1141,135,927-FW,2017/10/6 08:40,0,浆ó,2017/10/6 09:13,3,古ń,28,32,28,4
EasyCard,47000,1044431024,0,布,1141,135,927-FW,2017/10/2 15:54,24,拉,2017/10/2 18:22,12,び緗徽,217,247,217,30
EasyCard,47000,104551281,0,布,1133,105,950-FW,2017/10/9 17:27,12,び緗徽,2017/10/9 17:38,10,穝,10,24,21,3
EasyCard,47000,105254673,0,布,1133,182,496-FQ,2017/10/18 15:26,12,び緗徽,2017/10/18 16:31,0,浆ó,87,99,87,12
EasyCard,47000,105312129,0,布,1133,175,493-FQ,2017/10/9 13:09,16,厚,2017/10/9 13:12,17,ぱ不,11,25,22,3
EasyCard,47000,105313697,0,布,1133,175,493-FQ,2017/10/9 13:09,16,厚,2017/10/9 13:12,17,ぱ不,11,25,22,3
EasyCard,47000,105317073,0,布,1133,205,949-FW,2017/10/7 17:27,12,び緗徽,2017/10/7 19:25,0,浆ó,43,99,87,12
EasyCard,47000,105363105,0,布,1133,205,949-FW,2017/10/11 14:06,16,厚,2017/10/11 14:21,14,匪痐,20,46,41,5
EasyCard,47000,105363105,0,布,1133,205,949-FW,2017/10/11 14:22,15,嘹也爵,2017/10/11 14:58,10,穝,28,65,57,8
EasyCard,47000,105365985,0,布,1133,205,949-FW,2017/10/11 14:06,16,厚,2017/10/11 14:21,14,匪痐,20,46,41,5
EasyCard,47000,105365985,0,布,1133,205,949-FW,2017/10/11 14:22,15,嘹也爵,2017/10/11 14:58,10,穝,28,65,57,8
EasyCard,47000,105413009,0,布,1133,182,496-FQ,2017/10/10 14:04,16,厚,2017/10/10 14:34,13,琄爵,26,60,53,7
EasyCard,47000,105501889,0,布,1133,109,495-FQ,2017/10/8 17:21,15,嘹也爵,2017/10/8 17:53,10,穝,28,65,57,8
EasyCard,47000,105961857,0,布,1141,135,927-FW,2017/10/4 09:13,5,瓾,2017/10/4 09:40,12,び緗徽,48,54,48,6
EasyCard,47000,105964737,0,布,1141,135,927-FW,2017/10/4 09:14,5,瓾,2017/10/4 09:40,12,び緗徽,48,54,48,6
EasyCard,47000,105970433,0,布,1133,145,976-FW,2017/10/6 16:43,17,ぱ不,2017/10/6 18:55,0,浆ó,77,177,155,22
EasyCard,47000,106380961,1,穛ρ1布,1133,109,495-FQ,2017/10/25 10:49,0,浆ó,2017/10/25 11:26,2,浆,11,12,11,1
EasyCard,47000,106736193,0,布,1133,189,427-FQ,2017/10/8 10:47,0,浆ó,2017/10/8 12:02,12,び緗徽,43,99,87,12
EasyCard,47000,106740225,0,布,1133,189,427-FQ,2017/10/8 10:47,0,浆ó,2017/10/8 12:02,12,び緗徽,43,99,87,12
EasyCard,47000,107861089,0,布,1133,205,949-FW,2017/10/23 11:58,10,穝,2017/10/23 12:09,12,び緗徽,21,24,21,3
EasyCard,47000,109069409,0,布,1133,105,950-FW,2017/10/9 17:31,12,び緗徽,2017/10/9 18:41,0,浆ó,43,99,87,12
EasyCard,47000,1090860035,0,布,1133,175,493-FQ,2017/10/9 10:40,0,浆ó,2017/10/9 10:59,0,浆ó,10,24,21,3
EasyCard,47000,109782289,0,布,1133,144,423-FQ,2017/10/2 14:06,16,厚,2017/10/2 14:14,15,嘹也爵,11,26,22,4
EasyCard,47000,109783681,0,布,1133,144,423-FQ,2017/10/2 14:06,16,厚,2017/10/2 14:14,15,嘹也爵,11,26,22,4
EasyCard,47000,110089793,1,穛ρ1布,1141,219,938-FW,2017/10/23 09:16,5,瓾,2017/10/23 09:35,10,穝,18,21,18,3
EasyCard,47000,1103755488,0,布,1133,279,931-FW,2017/10/12 17:37,11,碔,2017/10/12 18:46,0,浆ó,42,96,85,11
EasyCard,47000,110472721,0,布,1141,135,927-FW,2017/10/4 08:38,0,浆ó,2017/10/4 08:49,0,浆ó,21,24,21,3
EasyCard,47000,1109076387,5,厩ネ布,1133,105,950-FW,2017/10/9 17:41,11,碔,2017/10/9 19:09,0,浆ó,42,96,85,11
EasyCard,47000,1117455069,0,布,1133,105,950-FW,2017/10/5 13:50,17,ぱ不,2017/10/5 13:51,17,ぱ不,10,24,21,3
EasyCard,47000,1182178024,1,穛ρ1布,1133,205,949-FW,2017/10/7 13:42,0,浆ó,2017/10/7 14:21,2,浆,11,12,11,1
EasyCard,47000,1182334184,1,穛ρ1布,1133,134,423-FQ,2017/10/19 15:39,10,穝,2017/10/19 16:39,0,浆ó,36,41,36,5
EasyCard,47000,1182373864,1,穛ρ1布,1126,135,927-FW,2017/10/30 06:48,1,盵,2017/10/30 06:53,2,浆,11,12,11,1
EasyCard,47000,1182373864,1,穛ρ1布,1133,111,429-FQ,2017/10/6 11:14,0,浆ó,2017/10/6 11:16,1,盵,11,12,11,1
EasyCard,47000,1182398952,3,稲み布,1133,206,977-FW,2017/10/17 10:44,0,浆ó,2017/10/17 10:58,0,浆ó,11,12,11,1
EasyCard,47000,1182500072,1,穛ρ1布,1126,280,925-FW,2017/10/9 06:13,0,浆ó,2017/10/9 08:32,20,﹁腳,80,91,80,11
EasyCard,47000,1182500072,1,穛ρ1布,1126,280,925-FW,2017/10/9 08:33,22,秽,2017/10/9 10:55,0,浆ó,91,104,91,13
EasyCard,47000,1182500072,1,穛ρ1布,1126,280,925-FW,2017/10/10 06:17,0,浆ó,2017/10/10 08:21,22,秽,91,104,91,13
EasyCard,47000,1182500072,1,穛ρ1布,1126,280,925-FW,2017/10/10 08:34,22,秽,2017/10/10 10:44,0,浆ó,91,104,91,13
EasyCard,47000,1182500072,1,穛ρ1布,1126,280,925-FW,2017/10/11 06:22,0,浆ó,2017/10/11 09:17,22,秽,91,104,91,13
EasyCard,47000,1182500072,1,穛ρ1布,1126,280,925-FW,2017/10/11 09:17,22,秽,2017/10/11 11:54,0,浆ó,91,104,91,13
EasyCard,47000,1182500072,1,穛ρ1布,1133,280,925-FW,2017/10/1 13:46,0,浆ó,2017/10/1 15:54,17,ぱ不,78,89,78,11
EasyCard,47000,1182500072,1,穛ρ1布,1133,280,925-FW,2017/10/1 16:31,17,ぱ不,2017/10/1 18:40,0,浆ó,78,89,78,11
EasyCard,47000,1182524392,1,穛ρ1布,1126,280,925-FW,2017/10/11 10:19,17,ぱ不,2017/10/11 11:52,0,浆ó,69,78,69,9
EasyCard,47000,1182524392,1,穛ρ1布,1133,109,495-FQ,2017/10/25 10:53,0,浆ó,2017/10/25 11:42,6,眃贾,20,22,20,2
EasyCard,47000,1182524392,1,穛ρ1布,1133,212,475-FQ,2017/10/28 13:50,0,浆ó,2017/10/28 14:33,6,眃贾,20,22,20,2
EasyCard,47000,1182524392,1,穛ρ1布,1133,219,938-FW,2017/10/17 13:45,0,浆ó,2017/10/17 16:29,17,ぱ不,78,89,78,11
EasyCard,47000,1182524392,1,穛ρ1布,1133,219,938-FW,2017/10/17 16:41,17,ぱ不,2017/10/17 18:04,6,眃贾,58,66,58,8
EasyCard,47000,1182524392,1,穛ρ1布,1133,219,938-FW,2017/10/29 10:32,0,浆ó,2017/10/29 12:38,17,ぱ不,78,89,78,11
EasyCard,47000,1182524392,1,穛ρ1布,1133,219,938-FW,2017/10/29 13:55,17,ぱ不,2017/10/29 15:18,6,眃贾,58,66,58,8
EasyCard,47000,1182524392,1,穛ρ1布,1133,290,917-FW,2017/10/16 13:37,0,浆ó,2017/10/16 14:27,6,眃贾,20,22,20,2
EasyCard,47000,1182530792,1,穛ρ1布,1126,279,931-FW,2017/10/14 08:35,22,秽,2017/10/14 08:56,0,浆ó,91,104,91,13
EasyCard,47000,1196024552,1,穛ρ1布,1133,206,977-FW,2017/10/17 11:12,0,浆ó,2017/10/17 11:29,4,0き洛皘,15,17,15,2
EasyCard,47000,1196024552,1,穛ρ1布,1133,274,920-FW,2017/10/27 11:12,0,浆ó,2017/10/27 11:31,5,瓾,17,19,17,2
EasyCard,47000,1196058088,1,穛ρ1布,1141,135,927-FW,2017/10/2 08:53,0,浆ó,2017/10/2 09:29,10,穝,35,40,35,5
EasyCard,47000,1196362728,1,穛ρ1布,1126,280,925-FW,2017/10/10 06:17,0,浆ó,2017/10/10 08:21,22,秽,91,104,91,13
EasyCard,47000,1196362728,1,穛ρ1布,1126,280,925-FW,2017/10/10 08:34,22,秽,2017/10/10 10:44,0,浆ó,91,104,91,13
EasyCard,47000,1196362728,1,穛ρ1布,1133,280,925-FW,2017/10/3 13:31,0,浆ó,2017/10/3 16:54,17,ぱ不,78,89,78,11
EasyCard,47000,1196362728,1,穛ρ1布,1133,280,925-FW,2017/10/3 16:55,17,ぱ不,2017/10/3 19:13,0,浆ó,78,89,78,11
EasyCard,47000,1196586728,3,稲み布,1133,290,917-FW,2017/10/16 14:47,10,穝,2017/10/16 15:40,17,ぱ不,42,47,42,5
EasyCard,47000,1197046248,3,稲み布,1133,280,925-FW,2017/10/30 13:39,0,浆ó,2017/10/30 16:25,17,ぱ不,78,89,78,11
EasyCard,47000,1197046248,3,稲み布,1133,280,925-FW,2017/10/30 16:35,17,ぱ不,2017/10/30 18:52,0,浆ó,78,89,78,11
EasyCard,47000,1197048808,3,稲み布,1126,135,927-FW,2017/10/18 11:02,5,瓾,2017/10/18 11:12,2,浆,11,12,11,1
EasyCard,47000,1197054952,1,穛ρ1布,1126,280,925-FW,2017/10/9 09:41,11,碔,2017/10/9 09:46,10,穝,11,12,11,1
EasyCard,47000,1197121768,1,穛ρ1布,1133,111,429-FQ,2017/10/6 13:50,17,ぱ不,2017/10/6 16:58,0,浆ó,78,89,78,11
EasyCard,47000,1197121768,1,穛ρ1布,1133,111,429-FQ,2017/10/22 10:40,0,浆ó,2017/10/22 12:41,17,ぱ不,78,89,78,11
EasyCard,47000,1197121768,1,穛ρ1布,1133,111,429-FQ,2017/10/22 13:52,17,ぱ不,2017/10/22 15:47,0,浆ó,78,89,78,11
EasyCard,47000,1226177202,0,布,1133,280,925-FW,2017/10/24 18:20,1,盵,2017/10/24 18:41,0,浆ó,21,24,21,3
EasyCard,47000,123420705,0,布,1133,280,925-FW,2017/10/1 17:15,13,琄爵,2017/10/1 18:19,0,浆ó,48,110,97,13
EasyCard,47000,123420705,0,布,1141,135,927-FW,2017/10/1 08:38,0,浆ó,2017/10/1 09:43,12,び緗徽,81,92,81,11
EasyCard,47000,1275813963,0,布,1133,205,949-FW,2017/10/14 11:57,10,穝,2017/10/14 12:05,12,び緗徽,10,24,21,3
EasyCard,47000,128546598,5,厩ネ布,1133,189,427-FQ,2017/10/8 11:34,6,眃贾,2017/10/8 12:52,16,厚,55,126,110,16
EasyCard,47000,128912065,0,布,1133,109,495-FQ,2017/10/7 10:44,0,浆ó,2017/10/7 11:04,0,浆ó,10,24,21,3
EasyCard,47000,129789537,0,布,1141,135,927-FW,2017/10/29 16:00,24,拉,2017/10/29 19:19,0,浆ó,298,339,298,41
EasyCard,47000,1323534534,0,布,1126,280,925-FW,2017/10/10 10:34,0,浆ó,2017/10/10 10:42,0,浆ó,21,24,21,3
EasyCard,47000,1416074972,0,布,1126,135,927-FW,2017/10/8 07:43,16,厚,2017/10/8 07:52,18,ゅ,22,25,22,3
EasyCard,47000,1421573280,0,布,1133,105,950-FW,2017/10/5 15:26,12,び緗徽,2017/10/5 16:31,0,浆ó,43,99,87,12
EasyCard,47000,1429635158,5,厩ネ布,1133,280,925-FW,2017/10/1 15:05,12,び緗徽,2017/10/1 15:25,15,嘹也爵,21,49,43,6
EasyCard,47000,1433360374,0,布,1126,135,927-FW,2017/10/3 10:39,5,瓾,2017/10/3 10:59,0,浆ó,33,38,33,5
EasyCard,47000,1433360374,0,布,1126,135,927-FW,2017/10/7 10:04,5,瓾,2017/10/7 10:28,0,浆ó,33,38,33,5
EasyCard,47000,1433360374,0,布,1126,135,927-FW,2017/10/17 10:37,5,瓾,2017/10/17 11:02,0,浆ó,33,38,33,5
EasyCard,47000,1433360374,0,布,1126,280,925-FW,2017/10/9 10:08,5,瓾,2017/10/9 10:47,0,浆ó,33,38,33,5
EasyCard,47000,1433360374,0,布,1133,105,950-FW,2017/10/9 14:00,0,浆ó,2017/10/9 14:31,5,瓾,16,38,33,5
EasyCard,47000,1433360374,0,布,1133,109,495-FQ,2017/10/8 13:54,0,浆ó,2017/10/8 14:44,5,瓾,16,38,33,5
EasyCard,47000,1433360374,0,布,1133,145,976-FW,2017/10/6 13:53,0,浆ó,2017/10/6 14:31,5,瓾,16,38,33,5
EasyCard,47000,1433360374,0,布,1133,219,938-FW,2017/10/17 13:55,0,浆ó,2017/10/17 14:28,5,瓾,33,38,33,5
EasyCard,47000,1433360374,0,布,1133,274,920-FW,2017/10/25 14:14,0,浆ó,2017/10/25 14:32,5,瓾,33,38,33,5
EasyCard,47000,1433360374,0,布,1133,280,925-FW,2017/10/1 13:55,0,浆ó,2017/10/1 14:29,5,瓾,16,38,33,5
EasyCard,47000,1439468304,0,布,1133,109,495-FQ,2017/10/25 10:54,0,浆ó,2017/10/25 12:17,12,び緗徽,87,99,87,12
